simTime	ueIndex	cellIndex	bitrateDemand	rsrq	newDataRatio	nrUeForDemandType0	nrUeForDemandType1	nrUeForDemandType2	nrUeForDemandType3	nrUeForDemandType4	mcs	qoeScore	
7.525	20	21	100000.0	-8.706	0.351	2.0	0.0	1.0	0.0	0.0	28.000	0.004070	
7.550	21	14	300000.0	-7.272	1.000	0.0	0.0	1.0	0.0	0.0	28.000	0.998956	
7.575	22	16	500000.0	-8.364	1.000	0.0	0.0	0.0	1.0	0.0	28.000	0.996076	
7.600	23	25	1000000.0	-6.962	0.776	0.0	0.0	1.0	1.0	2.0	11.664	0.998987	
7.625	24	12	1000000.0	-7.549	1.000	0.0	0.0	0.0	0.0	1.0	28.000	0.997264	
7.650	25	23	100000.0	-6.659	0.415	2.0	0.0	1.0	0.0	0.0	22.000	0.999227	
7.675	26	21	300000.0	-9.278	0.351	2.0	0.0	1.0	0.0	0.0	17.403	0.004070	
7.700	27	22	500000.0	-8.085	0.797	2.0	0.0	4.0	2.0	6.0	11.500	0.943890	
7.725	28	22	1000000.0	-7.050	0.797	2.0	0.0	4.0	2.0	6.0	9.176	0.549644	
7.750	29	22	1000000.0	-8.530	0.797	2.0	0.0	4.0	2.0	6.0	9.217	0.088365	
7.775	30	23	100000.0	-6.926	0.415	2.0	0.0	1.0	0.0	0.0	26.667	0.273527	
7.800	31	22	300000.0	-5.336	0.797	2.0	0.0	4.0	2.0	6.0	10.938	0.998956	
7.825	32	26	500000.0	-6.911	0.662	1.0	0.0	0.0	1.0	1.0	11.916	0.998891	
7.850	33	22	1000000.0	-7.399	0.797	2.0	0.0	4.0	2.0	6.0	8.931	0.330614	
7.875	34	22	1000000.0	-6.357	0.797	2.0	0.0	4.0	2.0	6.0	9.680	0.783266	
7.900	35	26	100000.0	-8.670	0.662	1.0	0.0	0.0	1.0	1.0	11.714	0.850321	
7.925	36	23	300000.0	-9.066	0.415	2.0	0.0	1.0	0.0	0.0	17.507	0.013469	
7.950	37	24	500000.0	-4.532	0.873	1.0	0.0	0.0	3.0	4.0	13.884	0.998891	
7.975	38	24	1000000.0	-7.648	0.873	1.0	0.0	0.0	3.0	4.0	6.868	0.948493	
8.000	39	25	1000000.0	-5.736	0.776	0.0	0.0	1.0	1.0	2.0	14.421	0.999074	
8.025	0	22	100000.0	-6.644	0.791	2.0	0.0	4.0	2.0	6.0	8.923	0.999227	
8.050	1	22	300000.0	-5.731	0.791	2.0	0.0	4.0	2.0	6.0	9.521	0.999227	
8.075	2	24	500000.0	-8.281	0.865	1.0	0.0	0.0	3.0	4.0	7.770	0.998891	
8.100	3	22	1000000.0	-6.415	0.791	2.0	0.0	4.0	2.0	6.0	7.974	0.571922	
8.125	4	27	1000000.0	-9.215	0.783	0.0	0.0	0.0	0.0	2.0	7.018	0.850321	
8.150	5	21	100000.0	-8.745	0.345	2.0	0.0	1.0	0.0	0.0	28.000	0.004070	
8.175	6	22	300000.0	-8.462	0.791	2.0	0.0	4.0	2.0	6.0	4.688	0.933501	
8.200	7	25	500000.0	-8.090	0.771	0.0	0.0	1.0	1.0	2.0	13.571	0.996076	
8.225	8	26	1000000.0	-9.045	0.674	1.0	0.0	0.0	1.0	1.0	7.609	0.677437	
8.250	9	27	1000000.0	-7.109	0.783	0.0	0.0	0.0	0.0	2.0	10.122	0.998093	
8.275	10	24	100000.0	-6.182	0.865	1.0	0.0	0.0	3.0	4.0	9.391	0.999227	
8.300	11	22	300000.0	-7.876	0.791	2.0	0.0	4.0	2.0	6.0	6.000	0.999577	
